NOM_AGENCE;NUM_AGENCE;NOM_DOSSIER;DAT_RECEPT;NUM_AGREMENT;LOT_NUM_REF;LOT_ADR_1;LOT_ADR_2;LOT_CP;LOT_VILLE;MNT_LOYER;LOT_TYP;LOT_MEUBLE;LOT_SUPERFICIE;PRES_DOS_FIC;NOM_REFERENT;DAT_DEB_TRAIT;DAT_COMPLET;DAT_INFO_AGENCE;FLG_COMPLET;JUST_MANQ;DAT_JUST_MANQ;RESULT_EFF;DOSS_PHASE;DOSS_STATUT;FLG_GARANTI;NUM_CONTRAT;CAUSE_REFUS;DOSS_COMMENT;DAT_SIGN_BAIL;DAT_EFF_BAIL;NB_LOC
Caron SEM;+33 738384343;Hubert;17/07/2019 16:53:58;AGR_201907171AXY;25252_16cfac19-af65-4fa8-b40f-e3ea53d4899c;0191 Adrien du Chat-qui-Pêche;;20884;South Quentin;652.06;t2;ABS;11671;OUI;Robin;18/07/2019 16:29:42;18/07/2019 16:38:58;18/07/2019 17:26:23;OUI;;18/07/2019 13:27:06;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 188258417;;Consequuntur natus quae illo fuga deserunt modi ad molestias. Voluptas distinctio ducimus ea illo eligendi iste quisquam et. Et sed dolores aspernatur ipsa. Iusto et repudiandae minima molestiae et saepe. Tenetur laboriosam dolore rerum blanditiis itaque esse fuga similique sed.;;20/07/2019;1
Deschamps - Remy;+33 229096731;Nicolas;17/07/2019 16:59:58;AGR_201907171B7Y;undefined_d9e1afea-4b81-41c2-ac0e-b82b1f5f5138;203 Carre de la Ferronnerie;;94940;Rouxfort;189.03;t3;ABS;3841;OUI;Francois;18/07/2019 17:05:01;18/07/2019 17:10:38;18/07/2019 17:29:11;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 269673244;;Qui alias tenetur praesentium unde et ut. Et non dolores sapiente. Rem quis dolor dolorum et id doloremque commodi dolores. Ut animi rerum voluptas neque unde est. Laborum atque aut omnis eum voluptatem enim consequatur neque. Distinctio velit id voluptatem eos minus sed.;;01/08/2019;1
Le roux, Faure and Aubert;0325835245;Robert;17/07/2019 17:04:34;AGR_201907171BFM;14465_5d28ec60-92c0-44a5-9018-4e2d1e662075;5815 Robin d'Assas;;43218;Brunton;233.84;f2;ABS;45372;OUI;Gerard;18/07/2019 16:56:58;18/07/2019 17:13:19;18/07/2019 17:31:19;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 224833423;;Nemo enim enim sit labore et quis vitae autem. Iste enim dolorem. Eveniet rem sed rem. In voluptas accusamus est dolorum id adipisci. Inventore repellendus voluptatum repellendus ducimus. Laborum eligendi dolores nisi odit quam dolore alias totam quibusdam.;;20/07/2019;1
Picard, Rousseau and Guillot;+33 444142493;Dumas;12/07/2019 10:15:41;AGR_201907120SI5;017001E_9acdba89-633b-499b-a428-03a139bdc753;50338 Justine de la Chaussée-d'Antin;;99646;Lacroixborough;9.58;t1;ABS;29147;OUI;Charpentier;12/07/2019 15:58:21;;;NON;;15/07/2019 18:36:14;;Réception;EN COURS;;+33 169309134;;Enim et consectetur exercitationem. Id dolor ullam deserunt ut ut commodi. Maxime rem aut omnis totam voluptatibus placeat et sed doloremque.;;01/08/2019;2
Fleury, Dupuy and Paris;0657727648;Carpentier;16/07/2019 17:26:31;AGR_201907161CG7;110178-8521_5f036cd3-760a-47f0-a727-ee4d3e3c9f20;073 Léa Pastourelle;;23462;East Chloémouth;409.20;t3;ABS;93496;OUI;Thomas;17/07/2019 13:24:12;18/07/2019 17:23:11;18/07/2019 17:55:29;OUI;;17/07/2019 17:15:28;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 244882242;;Vitae iste voluptatibus ut alias et et a sapiente. Nesciunt necessitatibus esse culpa alias et vero. Aut quibusdam harum ut repellendus est et accusantium.;;16/07/2019;1
Leroy, Henry and Thomas;+33 658218269;Lambert;17/07/2019 16:54:52;AGR_201907171AZG;undefined_c864fa2f-f0ce-4612-86a4-07daa5abb03d;066 Durand des Grands Augustins;;54731;Lilouhaven;871.83;t2;ABS;43384;OUI;Royer;18/07/2019 17:34:13;18/07/2019 17:50:29;18/07/2019 18:01:57;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 509548953;;Delectus nihil voluptate. Asperiores temporibus ullam unde aut odit nemo doloremque animi. Facere eaque nulla ducimus praesentium. Distinctio laudantium asperiores suscipit. Quo quaerat eaque.;;20/07/2019;1
Barre, Vasseur and Rousseau;0745871404;Muller;17/07/2019 16:58:44;AGR_201907171B5W;002098F_0f2778fd-6b6e-40d5-9077-efb428344786;1631 Lopez d'Assas;;11111;Port Alicefurt;917.55;f2;ABS;35561;OUI;Martinez;18/07/2019 17:14:32;18/07/2019 17:27:43;18/07/2019 18:05:35;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0129489078;;Esse nostrum sequi. Vitae voluptas sit ducimus aut voluptatem. Ratione dolores et in quia assumenda occaecati eligendi. Dicta et modi voluptatem dolor asperiores quos nisi et sed. Vitae ut dolorem vel qui et. Voluptate eius asperiores voluptatem.;;05/08/2019;2
Paris, Fernandez and Petit;+33 102409922;Vasseur;17/07/2019 18:37:13;AGR_201907171FQ1;040561N_0d3d6a5f-2736-4ede-8e42-bd86060f92ae;028 Carla de Seine;;92245;Davidberg;577.72;f2;ABS;5678;OUI;Renard;18/07/2019 17:27:18;18/07/2019 17:32:31;18/07/2019 18:08:48;OUI;;;;Terminé;REFUSE;NON;+33 127876171;TAUX EFF;Laborum nobis ullam ut doloribus facilis optio minima tempora. Omnis voluptates placeat. Aliquid impedit quia molestiae alias voluptatibus excepturi.;;15/08/2019;1
Vincent, Laurent and Benoit;+33 368227437;Charles;17/07/2019 16:00:55;AGR_2019071718HJ;22612_85b71649-dc08-4cef-8d98-c264f639e7c2;887 Chloé de la Ferronnerie;;60367;Olivierborough;287.82;t3;ABS;10595;OUI;Guillot;17/07/2019 16:57:52;19/07/2019 04:57:18;19/07/2019 09:31:30;OUI;;17/07/2019 18:15:01;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0448086213;;Enim facilis et autem est nostrum. Quidem assumenda magnam molestiae eligendi et laboriosam praesentium temporibus. Doloribus eius rem architecto ad earum et expedita.;;17/07/2019;2
Rolland - Gaillard;+33 550278695;Poirier;15/07/2019 18:30:22;AGR_201907151FEM;017479Y_a7080ef5-44d5-4b5c-8140-cdcd447aede8;72978 Louise de la Ferronnerie;;33693;South Mathis;699.14;f1;ABS;14045;OUI;Maillard;19/07/2019 09:23:14;;;NON;;;;Réception;EN COURS;;0646530141;;Voluptas provident eos. Dolores id commodi sed id. Nesciunt odio aperiam ipsam quod.;;16/07/2019;1
Dupuis, Poirier and Renard;0566276960;Pierre;17/07/2019 16:55:29;AGR_201907171B0H;015341A_88d4345b-3acc-418e-abaf-13689150aa73;1922 Chloé Pierre Charron;;85148;New Luciefort;55.65;t3;ABS;60555;OUI;Fleury;19/07/2019 00:32:42;19/07/2019 00:50:23;19/07/2019 09:41:27;OUI;;;;Terminé;REFUSE;NON;+33 484008481;TAUX EFF;Debitis corrupti cum eos non atque optio repellat illum illo. Eveniet inventore quis. Nesciunt maiores quod alias et est illum.;;19/08/2019;2
Remy - Pierre;+33 303174737;Bernard;16/07/2019 19:17:37;AGR_201907161HLD;008901A_a592d195-62a4-4ae2-a594-dd947b192710;9833 Barbier d'Abbeville;;96440;Axelside;470.22;t3;ABS;22407;OUI;Fernandez;17/07/2019 17:49:48;17/07/2019 18:01:04;19/07/2019 09:45:30;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 499345888;;Et non odit quaerat aliquid aut fugiat voluptates. Illo aliquid vel. Delectus natus velit ipsa. Quia quia sit quibusdam et minima nihil. Consequuntur porro corporis dolorem esse recusandae corrupti et.;;01/08/2019;1
Philippe - Jacquet;+33 528528342;Aubry;15/07/2019 18:33:49;AGR_201907151FKD;undefined_ecb11b18-ba90-46a1-b79c-ca6df700f151;246 Noah de Caumartin;;47926;West Enzo;962.09;t1;ABS;11061;OUI;Philippe;19/07/2019 10:02:46;;;NON;;;;Réception;EN COURS;;0640414114;;Asperiores sunt fugit reiciendis assumenda id maiores dolor iusto dolores. Unde sit delectus laudantium eum voluptate non exercitationem. Repellendus alias pariatur dolorem consequatur velit. Fuga aut deleniti ducimus voluptates maxime libero placeat qui quisquam. Odio corrupti labore ipsam maxime consequatur ut perspiciatis possimus. Eaque rerum recusandae modi laudantium sed explicabo.;;01/08/2019;2
Louis, Blanchard and Giraud;+33 432200625;Maillard;16/07/2019 12:04:49;AGR_201907160XK1;undefined_6f400335-2fec-4078-b0c2-716eb5ce6aab;4882 Robin des Grands Augustins;;59407;East Alexandreborough;313.52;f1;ABS;59213;OUI;Da silva;19/07/2019 10:29:12;;;NON;;;;Réception;EN COURS;;0232259778;;Impedit ea ullam dolorem aut molestias eos. Veritatis nam ut. Earum facere vel inventore ipsum ut. Dolore voluptatem soluta. Et sint voluptas et. Quia eos error ad iusto.;;;1
Schneider SCOP;0559042762;Henry;17/07/2019 19:03:06;AGR_201907171GX6;110873 P_91eb823f-b5db-4f9d-9851-fe1881e25aa9;539 Lola Pierre Charron;;86898;South Ethan;179.19;f1;ABS;11194;OUI;Clement;19/07/2019 10:06:36;19/07/2019 10:20:54;19/07/2019 11:31:08;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0448016533;;Laudantium et minima molestiae. Et enim reiciendis quis sunt architecto dolor adipisci eligendi magnam. Doloribus repellat corporis excepturi aperiam alias. Quo veniam atque. Odio quia commodi perspiciatis in ea temporibus corporis.;;25/07/2019;2
Pons - Giraud;0749244519;Gaillard;19/07/2019 10:33:00;AGR_201907190TB0;44027_4841b7b4-da93-4865-91f2-e12533304143;54332 Robin du Chat-qui-Pêche;;82391;West Zoeberg;219.81;t1;ABS;97794;OUI;Philippe;19/07/2019 11:06:09;19/07/2019 11:22:14;19/07/2019 11:33:02;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 438984718;;Ut consequatur consequatur ab laboriosam delectus est. Aut repellendus non et blanditiis iusto aliquam. Dicta magnam autem. Et error labore.;;20/07/2019;2
Benoit - Renaud;0500327274;Roche;09/07/2019 15:06:06;AGR_2019070915Y6;110405_0813c042-b9ce-4a30-8123-6209c68839da;4186 David de la Victoire;;91527;South Clémencetown;226.05;f1;ABS;97172;OUI;Noel;09/07/2019 16:09:38;19/07/2019 09:47:47;19/07/2019 11:36:27;OUI;;11/07/2019 17:47:32;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 742994555;;Amet sed dolor qui velit minima omnis. Nulla aut voluptas dicta dolores fugit non. Incidunt non provident omnis et nobis harum suscipit numquam nemo.;;02/09/2019;1
Dupont, Lopez and Philippe;0614191147;Laine;17/07/2019 18:11:38;AGR_201907171EJE;22887_1ab4bf3f-509e-468a-ae1d-cbf6ae66d274;03055 Noah de Rivoli;;30429;Nicolasstad;656.62;t2;ABS;78425;OUI;Lambert;19/07/2019 10:47:19;19/07/2019 11:02:59;19/07/2019 11:39:26;OUI;;;;Terminé;REFUSE;NON;0121449943;TAUX EFF;Quia maiores quo. Totam ut perspiciatis vel nostrum voluptatem suscipit. Suscipit vitae expedita. Repellat minima sequi est et autem et voluptatibus.;;02/09/2019;1
Denis - Garcia;0342354772;Rousseau;15/07/2019 18:26:57;AGR_201907151F8X;110178 / 8521_1e75243f-98c6-4761-89e0-bf98da39a2de;4720 Louis Monsieur-le-Prince;;81912;Charlesshire;883.79;t2;ABS;92901;OUI;Denis;18/07/2019 16:42:50;18/07/2019 16:57:55;19/07/2019 11:53:43;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0235018004;;Ut eos at. Itaque quod voluptas libero dolores maiores molestiae magnam et aspernatur. Tempore blanditiis sit ducimus. Laborum explicabo qui aspernatur earum repellat aut laudantium. In iure consequuntur.;;20/07/2019;2
Moreau, Mercier and Fleury;0306761927;Duval;18/07/2019 13:27:06;AGR_2019071811D6;0439925_079a5867-a3a2-4acb-9118-757c91c9bd51;6245 Charpentier Adolphe Mille;;67697;Lisaburgh;413.75;f2;ABS;44;OUI;Roger;19/07/2019 11:47:32;;;NON;;;;Réception;EN COURS;;+33 207066399;;Sed nisi facilis assumenda inventore corrupti quasi ab accusamus. Non nihil animi quia. Quod enim dolore. Eos ut accusantium aut architecto repellendus. Magni nisi labore eum veniam doloremque consequatur iste qui. Magni veniam quam incidunt et aut aut iure vitae facilis.;;01/08/2019;3
Jacquet - Hubert;0159365685;Prevost;17/07/2019 17:43:44;AGR_201907171D8W;008901A_f3a3c456-560a-4584-9fcc-3b9827236a79;71479 Roy du Havre;;09651;New Maxence;805.64;t3;ABS;61963;OUI;Dumont;19/07/2019 10:17:15;19/07/2019 10:41:19;19/07/2019 12:07:56;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0672035789;;Voluptas harum culpa et non suscipit aspernatur. Voluptatum accusamus corrupti natus. Nemo quo consequatur assumenda omnis molestias ex et qui sit. Qui et fugiat facilis veritatis pariatur modi quaerat.;;01/09/2019;2
Da silva SA;0731372509;Fleury;17/07/2019 17:45:48;AGR_201907171DCC;17319_de72a1a6-7c37-4038-90fc-c0cc23923adb;893 Mélissa de Paris;;37071;North Tomfurt;190.29;f2;ABS;27492;OUI;Louis;19/07/2019 10:22:09;19/07/2019 10:35:17;19/07/2019 12:12:39;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0652627899;;Debitis at placeat. Alias in quaerat beatae et nulla a officia. Qui sint et illum repellat. Neque quisquam magnam excepturi placeat alias qui rem. Saepe repellendus nisi at voluptatibus ab aut autem quaerat sit. Natus nesciunt alias distinctio.;;30/07/2019;1
Cousin - Adam;+33 749574520;Caron;17/07/2019 18:01:22;AGR_201907171E2A;20747_561ae86b-584e-43a0-8296-fd5e82749901;2553 Jean des Francs-Bourgeois;;53852;Lucasfurt;76.39;t3;ABS;96389;OUI;Mercier;19/07/2019 09:34:00;19/07/2019 09:57:35;19/07/2019 12:47:37;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0667532655;;Sequi ut minima nihil ex. Dicta qui temporibus. Officiis ut ipsam et. Eius nemo impedit esse et sed asperiores ab quis. Quaerat enim asperiores omnis quod labore corporis velit ut.;;15/08/2019;1
Gauthier - Petit;+33 502817483;Lacroix;17/07/2019 18:09:57;AGR_201907171EGL;021152R_c37ffdc4-ac87-4690-909b-d646c8fe03fe;669 Robin Vaneau;;03854;Paulshire;975.15;t2;ABS;7289;OUI;Jacquet;19/07/2019 10:32:03;19/07/2019 10:43:47;19/07/2019 12:54:52;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0392575640;;Sunt aut veniam earum itaque molestiae sed nihil animi ex. Nemo possimus aut alias itaque ipsum rerum. Quisquam placeat possimus. Omnis est cupiditate.;;19/07/2019;1
Andre - Charles;0737786548;Boyer;17/07/2019 18:39:05;AGR_201907171FT5;2159_7d019983-7711-47d2-835b-446ab7a03665;7493 Gonzalez de Montmorency;;41585;West Maxence;288.82;f1;ABS;60943;OUI;Charles;19/07/2019 01:26:45;19/07/2019 01:40:11;19/07/2019 12:58:29;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 273172273;;Et et nihil velit. Voluptas optio consectetur consequuntur sunt omnis itaque. Aliquam officiis fuga velit sunt. Debitis sit consequuntur quis nisi ea earum assumenda.;;17/08/2019;2
Guillaume SEM;+33 689827953;Olivier;17/07/2019 18:34:03;AGR_201907171FKR;040561N_538a219a-f6e2-4d73-93c1-308bc86070d2;16702 Laurent de l'Abbaye;;77150;North Paul;378.19;t2;ABS;87523;OUI;Roy;19/07/2019 01:06:27;19/07/2019 01:17:05;19/07/2019 13:48:50;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 636761553;;Cumque earum et. Deleniti rem animi et sit dolores est laudantium blanditiis. Quia exercitationem eos accusamus et modi. Sint aspernatur non ut quidem ad beatae et. Sed praesentium aut.;;01/08/2019;2
Hubert SEM;+33 164652063;Pons;17/07/2019 13:15:40;AGR_2019071710U4;110178/8521_26e4b305-7381-4c68-ae3b-47c5f92bf057;327 Alice de la Ferronnerie;;74622;North Antoine;269.37;t1;ABS;33863;OUI;Paris;18/07/2019 13:26:32;19/07/2019 12:43:45;19/07/2019 13:56:27;OUI;;18/07/2019 16:28:04;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 236294282;;Perspiciatis quia exercitationem rerum. Perspiciatis eligendi veniam. Saepe numquam debitis qui eos. Laborum earum animi voluptate similique nobis. Explicabo in velit. Qui praesentium quia labore veritatis aut.;;01/08/2019;3
Cousin SCOP;+33 572138313;Vidal;17/07/2019 18:37:20;AGR_201907171FQ8;040561N_8211fe6e-2672-4fb5-9758-1f21abf851f8;493 Aubry de Provence;;67585;Port Mathis;450.87;t3;ABS;90519;OUI;Michel;18/07/2019 18:24:21;18/07/2019 18:38:21;19/07/2019 14:00:34;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0686193614;;Similique dolores odit et dolor. Illum nam et autem voluptas deserunt dicta enim aut. Aut dolorem eaque et velit et eos nihil necessitatibus.;;01/08/2019;2
Cousin - Pons;0737874631;Fabre;18/07/2019 13:30:06;AGR_2019071811I6;8893_113070eb-8939-4a9f-aa6e-cfd8d1b3e1b5;9696 Olivier de Richelieu;;43787;Lake Inesland;529.17;f2;ABS;72135;OUI;Le roux;19/07/2019 11:42:30;19/07/2019 12:08:53;19/07/2019 14:04:38;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0413096951;;Perferendis omnis debitis iure occaecati dolores qui. Illo impedit et dignissimos sed voluptatem vero iste eos. Asperiores quae mollitia et distinctio laborum temporibus eos. Facere maiores alias qui totam commodi totam ut maiores. Animi voluptatem sunt aperiam voluptatem corrupti. Sint dolor porro et autem qui ducimus.;;31/07/2019;1
Roche SEM;0164960535;Mercier;16/07/2019 13:57:24;AGR_2019071612RO;014351Y_551b9a7b-b131-4848-80a2-6aa62b02c4a5;20582 Morin de Nesle;;25412;North Adamshire;829.65;t2;ABS;55672;NON;Sanchez;18/07/2019 13:05:29;18/07/2019 13:23:56;19/07/2019 14:33:03;OUI;;18/07/2019 09:29:13;;Terminé;REFUSE;NON;0116557559;TAUX EFF;Fuga nesciunt praesentium minus fuga inventore. Aut consequatur sit iste id dolores et. Et repellendus commodi. Laborum non dolores amet quisquam provident id possimus eligendi. Exercitationem fuga aut ullam ratione.;;01/08/2019;2
Menard SCOP;0366411873;Rodriguez;17/07/2019 17:14:35;AGR_201907171BWB;043930A_9c26e991-cb70-4f11-812b-2ccc9aedd8d9;0301 Lola du Chat-qui-Pêche;;95084;Port Anaïs;7.75;t3;ABS;99062;OUI;Fournier;19/07/2019 06:56:31;19/07/2019 13:46:35;19/07/2019 16:05:17;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 340277441;;Harum in nemo repudiandae aliquam aut enim veniam. Placeat fugiat autem totam adipisci ducimus rerum omnis. Cupiditate magni iste. Est consequuntur ut. Reiciendis non accusantium dolorem sint ut delectus et aut.;;26/07/2019;1
Bertrand SAS;+33 446750765;Giraud;12/07/2019 17:39:41;AGR_201907121D25;048018T_9a764bad-2998-4398-9030-b45d305b0530;403 Brun Charlemagne;;38628;South Clara;348.83;t1;ABS;87943;NON;Roche;19/07/2019 11:59:59;19/07/2019 12:14:13;19/07/2019 16:08:28;OUI;;18/07/2019 17:37:12;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0434565031;;Quas quod autem tempora dolores dolores adipisci qui. Dolor nulla nam quo eligendi veritatis qui. Illo delectus sint quae et reprehenderit fuga et placeat. Enim et est et repellat labore dolor.;;31/07/2019;1
Roux SARL;+33 533594586;Louis;17/07/2019 18:44:38;AGR_201907171G2E;042125N_b07012b1-d90e-466e-a6e9-8291fdb67f27;5846 Enzo de Rivoli;;20316;Port Louiseburgh;666.93;f2;ABS;10157;OUI;Hubert;19/07/2019 10:58:38;19/07/2019 14:29:48;19/07/2019 16:10:50;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0113592895;;Qui qui vitae possimus dolorem est quasi. Dolorum maiores odio. Necessitatibus dolore praesentium molestias sunt qui commodi optio consequatur est. Et officiis rerum nesciunt qui est. Ut repudiandae qui dolor.;;09/08/2019;1
Carre GIE;+33 338703619;Robin;12/07/2019 11:54:21;AGR_201907120X2L;019621C_471a7720-01ba-440c-92e8-1912e62831e9;7946 Moulin de Richelieu;;35320;Rousselland;543.77;t2;ABS;9964;NON;Da silva;19/07/2019 11:42:56;19/07/2019 12:10:54;19/07/2019 16:10:55;OUI;;18/07/2019 10:43:11;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 358984793;;Aliquid doloremque officiis debitis voluptatem sint deleniti ullam rerum. Est maiores sed iure tempore voluptates. Est ea ea in.;;15/08/2019;2
Bertrand - Jean;+33 741931858;Lemoine;18/07/2019 13:37:33;AGR_2019071811UL;3916G_342004f1-fbfb-4530-b239-1bcf08484e8b;385 Clémence de l'Odéon;;80364;Lake Juliestad;657.88;f2;ABS;47928;OUI;Lemaire;19/07/2019 11:29:11;19/07/2019 11:53:06;19/07/2019 16:17:13;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0594851061;;Facilis labore nulla libero sed consectetur saepe voluptatem doloremque voluptatem. Natus qui doloremque eum ut. Rerum omnis labore cum ut itaque. Autem explicabo quidem aut aut aut labore nihil. Soluta blanditiis itaque eius.;;19/07/2019;1
Fernandez SCOP;+33 300779425;Blanchard;17/07/2019 13:11:34;AGR_2019071710NA;025897Y_ccb9f010-79df-4676-823f-b41e0b6c9b24;64741 Clement de Caumartin;;21800;Yanismouth;64.26;f2;ABS;93809;NON;Colin;19/07/2019 16:06:41;;;NON;;19/07/2019 12:27:08;;Réception;EN COURS;;0738665095;;Quasi non est. Eos dolorem facere aut sunt dolore. Quia explicabo non rerum soluta vel vel et explicabo.;;17/07/2019;2
Morel SCOP;0288383353;Fontaine;18/07/2019 13:39:47;AGR_2019071811YB;204_dc2a3101-9dcb-4fc8-b50b-550074c76c68;5553 Louise Joubert;;46419;Mathieustad;788.55;f2;ABS;85129;OUI;Morin;19/07/2019 12:36:48;19/07/2019 12:44:05;19/07/2019 16:19:44;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0292126635;;Incidunt molestiae laudantium soluta iure dolor est culpa tenetur. Cupiditate ut modi perferendis optio soluta dolorem. Omnis reprehenderit deserunt. Officiis vel ut voluptate autem quaerat saepe. Minima autem molestias. Ducimus possimus omnis cupiditate aut.;;01/07/2019;1
Lefebvre, Richard and Louis;+33 416366758;Vasseur;18/07/2019 15:15:37;AGR_2019071816E1;undefined_5ec5106d-ddcb-4f9e-a6e3-b76b780fa58b;008 Léo de l'Odéon;;11103;Massonberg;884.07;f2;ABS;27310;NON;Garnier;19/07/2019 15:23:31;19/07/2019 15:36:09;19/07/2019 16:25:46;OUI;;19/07/2019 12:04:51;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 359167070;;Unde aut quas. Vitae sunt atque facere consequatur adipisci tempore rerum eligendi. Numquam iusto corrupti adipisci assumenda enim neque ratione placeat et.;;01/07/2019;1
Paul - Francois;+33 394765323;David;16/07/2019 14:04:00;AGR_20190716132O;undefined_a2309fd6-656d-463d-b8f1-22d3723f1136;001 Mathis de Tilsitt;;70105;Ambrefurt;456.13;f1;ABS;30889;OUI;Schmitt;17/07/2019 10:06:37;19/07/2019 16:15:27;19/07/2019 16:29:46;OUI;;17/07/2019 13:25:08;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0159163506;;Debitis dignissimos illo vel modi dolor non aliquam fuga. Impedit eum quasi corrupti voluptate et. Magnam magni ipsum fuga. Explicabo repellat occaecati.;;;2
Bertrand, Morel and Lefebvre;0654900725;Durand;18/07/2019 15:17:52;AGR_2019071816HS;040912U_fe8d9e82-39a0-4db4-a91b-f8672fe17389;57042 Alexis de la Harpe;;57620;Louhaven;719.35;t2;ABS;49273;OUI;Carre;19/07/2019 15:47:04;19/07/2019 15:54:55;19/07/2019 16:31:46;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0785478986;;Accusamus quibusdam esse cum ullam consectetur quidem at maxime ut. Tempore veritatis est non ad aliquam. Modi dolores perferendis exercitationem veniam dicta non maxime esse velit. Quis quia dolorem quidem natus et sint adipisci esse.;;01/08/2019;1
Lemaire, Perrin and Adam;+33 210670697;Collet;18/07/2019 16:23:58;AGR_2019071819JY;006589M_cc22dff5-45a7-4d8d-b992-bb377d13baaf;9294 Joly du Faubourg-Saint-Denis;;50656;South Jadefort;933.52;t2;ABS;4951;OUI;Picard;19/07/2019 15:44:40;;;NON;;;;Réception;EN COURS;;+33 332774601;;Totam totam quae laboriosam qui laudantium. Temporibus quam tenetur unde aut. Quis eligendi error. Iste quia non veritatis.;;01/08/2019;2
Charles, Renard and Andre;0269446489;Barbier;17/07/2019 17:57:52;AGR_201907171DWG;026130C_ecb88aac-c80e-4093-a166-88fa7f33f0b0;82501 Lou d'Orsel;;99802;New Noa;404.78;t1;ABS;51054;OUI;Morin;19/07/2019 10:07:52;19/07/2019 16:43:32;19/07/2019 16:55:49;OUI;;17/07/2019 18:45:04;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0438058756;;Sint quis sint occaecati ipsam. Voluptates numquam quia exercitationem dolores eveniet. Dicta mollitia magni aliquam cupiditate eveniet est. Ab optio omnis voluptatem ut rerum esse. Sed soluta nesciunt voluptatem iste dolorum voluptatum. Eos eveniet quas dolor ut omnis eum ipsam.;;31/07/2019;2
